"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
강릉(bgna3),"2020-01-01 00:30",14.1,,,5,13.6,,,20,14.1,,,30
강릉(bgna3),"2020-01-01 01:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 01:30",14.1,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 02:00",14.2,,,5,13.7,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 02:30",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 03:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 03:30",14.1,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 04:00",14.1,,,5,13.6,,,20,14.1,,,30
강릉(bgna3),"2020-01-01 04:30",14.1,,,5,13.6,,,20,14.1,,,30
강릉(bgna3),"2020-01-01 05:00",14.1,,,5,13.5,,,20,14,,,30
강릉(bgna3),"2020-01-01 05:30",14,,,5,13.5,,,20,13.9,,,30
강릉(bgna3),"2020-01-01 06:00",13.9,,,5,13.4,,,20,13.9,,,30
강릉(bgna3),"2020-01-01 06:30",14.5,,,5,13.9,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 07:00",14.5,,,5,13.9,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 07:30",14.5,,,5,13.9,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 08:00",14.5,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 08:30",14.5,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 09:00",14.6,,,5,14,,,20,14.6,,,30
강릉(bgna3),"2020-01-01 09:30",14.6,,,5,14,,,20,14.6,,,30
강릉(bgna3),"2020-01-01 10:00",14.6,,,5,14.1,,,20,14.7,,,30
강릉(bgna3),"2020-01-01 10:30",14.8,,,5,14.2,,,20,14.8,,,30
강릉(bgna3),"2020-01-01 11:00",14.7,,,5,14.1,,,20,14.8,,,30
강릉(bgna3),"2020-01-01 11:30",14.7,,,5,14.2,,,20,14.8,,,30
강릉(bgna3),"2020-01-01 12:00",14.6,,,5,14,,,20,14.6,,,30
강릉(bgna3),"2020-01-01 12:30",14.6,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 13:00",14.5,,,5,13.9,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 13:30",14.5,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 14:00",14.5,,,5,13.9,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 14:30",14.5,,,5,14,,,20,14.6,,,30
강릉(bgna3),"2020-01-01 15:00",14.6,,,5,14,,,20,14.6,,,30
강릉(bgna3),"2020-01-01 15:30",14.5,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 16:00",14.5,,,5,14,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 16:30",14.5,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 17:00",14.4,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 17:30",14.4,,,5,13.9,,,20,14.5,,,30
강릉(bgna3),"2020-01-01 18:00",14.4,,,5,13.8,,,20,14.4,,,30
강릉(bgna3),"2020-01-01 18:30",14.3,,,5,13.7,,,20,14.3,,,30
강릉(bgna3),"2020-01-01 19:00",14.2,,,5,13.7,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 19:30",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 20:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 20:30",14.2,,,5,13.7,,,20,14.3,,,30
강릉(bgna3),"2020-01-01 21:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 21:30",14.1,,,5,13.5,,,20,14.2,,,30
강릉(bgna3),"2020-01-01 22:00",14,,,5,13.5,,,20,14,,,30
강릉(bgna3),"2020-01-01 22:30",14.1,,,5,13.5,,,20,14.1,,,30
강릉(bgna3),"2020-01-01 23:00",14.1,,,5,13.5,,,20,14.1,,,30
강릉(bgna3),"2020-01-01 23:30",14.1,,,5,13.5,,,20,14.1,,,30
강릉(bgna3),"2020-01-02 00:30",14.2,,,5,13.6,,,20,14.3,,,30
강릉(bgna3),"2020-01-02 01:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-02 01:30",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-02 02:00",14.1,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-02 02:30",14.1,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-02 03:00",14.2,,,5,13.6,,,20,14.2,,,30
강릉(bgna3),"2020-01-02 03:30",14.1,,,5,13.6,,,20,14.2,,,30
