"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2020-03-13 10:30",10.5,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 11:00",10.5,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 11:30",10.5,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 12:00",10.6,,,5,10.8,,,20,10.9,,,30
°­¸ª(bgna3),"2020-03-13 12:30",10.6,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 13:00",10.6,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 13:30",10.5,,,5,10.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 14:00",10.5,,,5,10.8,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 14:30",10.5,,,5,10.8,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 15:00",10.5,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 15:30",10.5,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 16:00",10.5,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 16:30",10.5,,,5,10.9,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 17:00",10.5,,,5,10.9,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 17:30",10.5,,,5,10.9,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 18:00",10.5,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 18:30",10.4,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 19:00",10.4,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 19:30",10.4,,,5,10.8,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 20:00",10.4,,,5,10.8,,,20,10.8,,,30
°­¸ª(bgna3),"2020-03-13 20:30",10.4,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 21:00",10.4,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 21:30",10.4,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 22:00",10.3,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 22:30",10.3,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 23:00",10.3,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-13 23:30",10.3,,,5,10.8,,,20,10.6,,,30
°­¸ª(bgna3),"2020-03-14 00:00",10.3,,,5,10.8,,,20,10.6,,,30
°­¸ª(bgna3),"2020-03-14 00:30",10.3,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-14 01:00",10.2,,,5,10.8,,,20,10.7,,,30
°­¸ª(bgna3),"2020-03-14 01:30",10.2,,,5,10.8,,,20,10.7,,,30
