"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2020-06-01 00:00",15.2,,,5,12.4,,,20,10.7,,,30
°­¸ª(bgna3),"2020-06-01 00:30",15.1,,,5,12.5,,,20,9.8,,,30
°­¸ª(bgna3),"2020-06-01 01:00",15,,,5,12.5,,,20,9.8,,,30
°­¸ª(bgna3),"2020-06-01 01:30",14.9,,,5,12.6,,,20,9.7,,,30
°­¸ª(bgna3),"2020-06-01 02:00",14.8,,,5,12.9,,,20,10.2,,,30
°­¸ª(bgna3),"2020-06-01 02:30",14.9,,,5,12.9,,,20,10.7,,,30
°­¸ª(bgna3),"2020-06-01 03:00",15,,,5,12.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-06-01 03:30",15.3,,,5,13.1,,,20,10.8,,,30
°­¸ª(bgna3),"2020-06-01 04:00",15.3,,,5,12.9,,,20,10.9,,,30
°­¸ª(bgna3),"2020-06-01 04:30",15.2,,,5,13.1,,,20,11,,,30
°­¸ª(bgna3),"2020-06-01 05:00",15.2,,,5,13,,,20,11.1,,,30
°­¸ª(bgna3),"2020-06-01 05:30",15.2,,,5,13.3,,,20,11.6,,,30
°­¸ª(bgna3),"2020-06-01 06:00",15.2,,,5,13.4,,,20,11.7,,,30
°­¸ª(bgna3),"2020-06-01 06:30",15.1,,,5,12.9,,,20,,,,30
°­¸ª(bgna3),"2020-06-01 07:00",15.1,,,5,12.6,,,20,,,,30
°­¸ª(bgna3),"2020-06-01 07:30",15.2,,,5,13.2,,,20,,,,30
°­¸ª(bgna3),"2020-06-01 08:00",15.1,,,5,13.1,,,20,,,,30
