"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃþ¼ö¿Â(¡É)","ÃþÃþ ¿°ºÐ(psu)","ÃþÃþ DO(mg/L)","ÃþÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 00:00",9.3,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 00:30",9.3,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 01:30",9.2,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 02:00",9.1,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 02:30",9.1,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 03:00",9.0,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 03:30",8.9,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 04:00",8.8,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 04:30",8.8,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 05:30",8.9,,,5,9.7,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 06:30",8.8,,,5,9.7,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 07:00",8.9,,,5,9.7,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 07:30",8.8,,,5,9.7,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 08:00",8.9,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-01 08:30",8.9,,,5,9.8,,,,9.8,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 09:00",11.4,,,5,12.2,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 10:30",11.1,,,5,11.9,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 11:00",11.4,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 12:00",11.7,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 12:30",11.7,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 13:30",11.6,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 14:00",11.6,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 14:30",11.6,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 15:00",11.5,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 16:00",11.4,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 16:30",11.4,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 17:30",11.4,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 18:00",11.4,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 18:30",11.3,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 19:00",11.3,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 19:30",11.3,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 20:00",11.3,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 20:30",11.3,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 21:30",11.3,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 22:00",11.2,,,5,12.1,,,,12.2,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 22:30",11.3,,,5,12.1,,,,12.1,,,
¿µ´ö °Å¹«¿ª(eyg5c),"2011-04-22 23:00",11.3,,,5,12.1,,,,12.1,,,
