"∞¸√¯º“","∞¸√¯¿œΩ√","«•√˛ºˆø¬(°…)","«•√˛ ø∞∫–(psu)","«•√˛ DO(mg/L)","«•√˛ºˆΩ…(m)","¡ﬂ√Êºˆø¬(°…)","¡ﬂ√Êø∞∫–(psu)","¡ﬂ√ÊDO(mg/L)","¡ﬂ√˛ºˆΩ…(m)","¿˙√˛ºˆø¬(°…)","¿˙√˛ ø∞∫–(psu)","¿˙√˛ DO(mg/L)","¿˙√˛ºˆΩ…(m)"
±‚¿Â(bgj8a),"2015-04-23 05:00",12.9,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 06:00",12.9,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-23 07:00",12.9,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 08:00",12.9,,,5,12.8,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 08:30",12.8,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 09:00",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 10:00",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 10:30",13,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 11:00",13.4,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 11:30",13.3,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 12:00",13.3,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 12:30",13.6,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 13:00",13.6,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 14:00",13.4,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 14:30",13.4,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-23 15:00",13.4,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-23 15:30",13.3,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 16:00",13.4,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 17:00",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-23 17:30",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-23 18:00",13.1,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 18:30",13.1,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 19:00",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-23 19:30",12.9,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-23 20:00",12.8,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-23 20:30",12.6,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-23 21:00",12.6,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-23 21:30",12.6,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-23 22:00",12.8,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-23 23:00",12.5,,,5,12.3,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-23 23:30",12.5,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 00:00",12.5,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 00:30",12.6,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 01:00",12.7,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-24 01:30",12.8,,,5,12.7,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-24 02:00",12.9,,,5,12.8,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-24 02:30",12.9,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-24 03:00",13,,,5,12.9,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-24 03:30",13,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-24 04:00",13,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-24 04:30",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 05:00",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 05:30",12.9,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-24 06:00",12.9,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 07:00",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 07:30",12.8,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-24 08:00",12.8,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 08:30",12.7,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 09:00",12.8,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 09:30",12.7,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 10:00",12.8,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 10:30",12.9,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 11:00",13.3,,,5,12.9,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 12:00",13.4,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-24 12:30",13.4,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-24 13:00",13.6,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-24 13:30",13.6,,,5,13.5,,,10,13.3,,,15
±‚¿Â(bgj8a),"2015-04-24 14:00",13.4,,,5,13.3,,,10,13.2,,,15
±‚¿Â(bgj8a),"2015-04-24 14:30",13.3,,,5,13.1,,,10,13,,,15
±‚¿Â(bgj8a),"2015-04-24 15:00",13.2,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-24 15:30",13.1,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 16:00",13.1,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 16:30",13.3,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 17:00",13.3,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-24 17:30",13.3,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 18:00",13.4,,,5,13.1,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 18:30",13.2,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-24 19:00",13,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 20:00",13.1,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-24 21:00",12.9,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-24 22:00",12.6,,,5,12.3,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-24 23:00",12.6,,,5,12.3,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-24 23:30",12.5,,,5,12.4,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-25 00:00",12.4,,,5,12.3,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-25 00:30",12.5,,,5,12.3,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-25 01:00",12.4,,,5,12.4,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-25 01:30",12.8,,,5,12.3,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-25 02:00",12.8,,,5,12.4,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-25 02:30",12.8,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 03:00",12.9,,,5,12.8,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-25 03:30",13,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-25 04:00",13,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-25 05:00",13,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-25 06:00",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 06:30",12.8,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 07:00",12.9,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 07:30",12.9,,,5,12.7,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 08:30",12.9,,,5,12.8,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-25 09:00",12.9,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-25 09:30",13.1,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 10:00",13.1,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 10:30",13.3,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 11:00",13.4,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 11:30",13.8,,,5,13.5,,,10,13.1,,,15
±‚¿Â(bgj8a),"2015-04-25 12:00",13.6,,,5,13.5,,,10,13.4,,,15
±‚¿Â(bgj8a),"2015-04-25 12:30",13.6,,,5,13.4,,,10,13.2,,,15
±‚¿Â(bgj8a),"2015-04-25 13:00",13.7,,,5,13.4,,,10,13.1,,,15
±‚¿Â(bgj8a),"2015-04-25 13:30",13.8,,,5,13.6,,,10,13.1,,,15
±‚¿Â(bgj8a),"2015-04-25 14:00",13.9,,,5,13.6,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-25 14:30",13.9,,,5,13.4,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-25 15:00",14.1,,,5,13.6,,,10,13.2,,,15
±‚¿Â(bgj8a),"2015-04-25 15:30",13.9,,,5,13.3,,,10,13.1,,,15
±‚¿Â(bgj8a),"2015-04-25 16:00",13.8,,,5,13.3,,,10,13.1,,,15
±‚¿Â(bgj8a),"2015-04-25 16:30",13.4,,,5,13,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-25 17:00",13.4,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 17:30",13.6,,,5,12.8,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-25 18:00",13.7,,,5,13,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 18:30",13.5,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 19:00",13.7,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 19:30",13.8,,,5,13.2,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-25 20:00",14.1,,,5,12.9,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 20:30",13.3,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 21:00",12.9,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 21:30",13.2,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 22:00",13.4,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 22:30",13.2,,,5,12.4,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-25 23:00",13.4,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-25 23:30",13,,,5,12.3,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-26 00:00",12.7,,,5,12.3,,,10,12,,,15
±‚¿Â(bgj8a),"2015-04-26 00:30",12.5,,,5,12.1,,,10,11.9,,,15
±‚¿Â(bgj8a),"2015-04-26 01:00",12.5,,,5,12.1,,,10,11.9,,,15
±‚¿Â(bgj8a),"2015-04-26 01:30",12.6,,,5,12.4,,,10,12,,,15
±‚¿Â(bgj8a),"2015-04-26 02:00",12.6,,,5,12.4,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-26 02:30",12.6,,,5,12.4,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 03:00",13.4,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 03:30",13.3,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 04:00",13.1,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 04:30",13.2,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-26 05:00",13.1,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-26 05:30",13,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-26 06:00",12.9,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 06:30",12.8,,,5,12.3,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 07:00",12.7,,,5,12.3,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 07:30",12.6,,,5,12.3,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 08:00",12.8,,,5,12.3,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 08:30",13,,,5,12.4,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 09:00",13,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 09:30",13.3,,,5,12.8,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-26 10:00",13.4,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-26 10:30",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-26 11:00",13.4,,,5,12.8,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 12:00",13.3,,,5,12.8,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 12:30",13.6,,,5,12.6,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 13:00",13.4,,,5,12.4,,,10,12.1,,,15
±‚¿Â(bgj8a),"2015-04-26 13:30",13.4,,,5,12.3,,,10,12.2,,,15
±‚¿Â(bgj8a),"2015-04-26 14:00",13.4,,,5,12.9,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 15:00",13.9,,,5,12.9,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 16:00",14,,,5,13.3,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-26 16:30",13.9,,,5,13.1,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 17:00",13.6,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 18:00",12.8,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 18:30",12.6,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 19:00",12.9,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 19:30",13.4,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 20:00",13.3,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 20:30",13.1,,,5,12.6,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 21:00",13.1,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 21:30",12.9,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-26 22:00",12.8,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 23:00",12.9,,,5,12.4,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-26 23:30",12.9,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-27 00:00",13.4,,,5,12.9,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-27 00:30",13.3,,,5,12.5,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-27 01:00",13.2,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-27 01:30",13,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-27 02:00",12.9,,,5,12.5,,,10,12.3,,,15
±‚¿Â(bgj8a),"2015-04-27 02:30",13.3,,,5,12.7,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-27 03:00",13.3,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-27 03:30",13.2,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-27 04:00",13.2,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 04:30",13.1,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 05:00",13.1,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 06:00",13.1,,,5,13,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-27 06:30",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 07:00",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 07:30",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 08:00",13,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 09:00",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 09:30",13,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 10:00",13.2,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 10:30",13,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 11:00",13,,,5,12.6,,,10,12.4,,,15
±‚¿Â(bgj8a),"2015-04-27 11:30",13.1,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 12:00",13,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 12:30",13.3,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 13:00",13.2,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 13:30",13,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 14:00",13.2,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 15:00",13,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 16:00",13.6,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 16:30",13.7,,,5,13,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-27 17:00",13.6,,,5,13,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-27 17:30",13.6,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-27 18:00",13.4,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 19:00",13.2,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-27 19:30",13.3,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-27 20:00",13.1,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-27 20:30",13.1,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-27 21:00",12.8,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 21:30",12.8,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 22:00",12.9,,,5,12.6,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 22:30",13.1,,,5,12.7,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-27 23:00",12.8,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-27 23:30",12.9,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 00:00",12.9,,,5,12.6,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 00:30",13,,,5,12.8,,,10,12.5,,,15
±‚¿Â(bgj8a),"2015-04-28 01:00",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 02:00",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 02:30",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 03:00",13.1,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 03:30",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 04:00",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 04:30",12.9,,,5,12.7,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 05:00",13,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 06:00",13.1,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 07:00",12.9,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 07:30",13,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 08:00",13,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 08:30",12.9,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 09:00",12.9,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 10:00",12.9,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 10:30",13,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 11:00",13.3,,,5,13.1,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 11:30",13.4,,,5,13.2,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 12:00",13.3,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-28 12:30",13.2,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 13:00",13.6,,,5,13.3,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 13:30",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 14:00",13.5,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 14:30",13.3,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 15:00",13.3,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 15:30",13.6,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 16:00",13.8,,,5,13,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 17:00",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 17:30",13.3,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 18:00",13.6,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 18:30",13.4,,,5,13,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 19:00",13.4,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 19:30",13.4,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 20:00",13.2,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 20:30",13.1,,,5,12.8,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-28 21:00",13.1,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 21:30",13.1,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-28 22:00",13.2,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 22:30",13.2,,,5,12.8,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 23:00",13.1,,,5,12.9,,,10,12.6,,,15
±‚¿Â(bgj8a),"2015-04-28 23:30",13.4,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 00:00",13.4,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-29 00:30",13.6,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-29 01:00",13.5,,,5,13.1,,,10,12.9,,,15
±‚¿Â(bgj8a),"2015-04-29 01:30",13.6,,,5,13.1,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 02:00",13.8,,,5,13.4,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 02:30",13.6,,,5,13,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 03:00",13.9,,,5,13.2,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 03:30",13.9,,,5,13.3,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 04:00",13.7,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 04:30",13.8,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 05:00",13.4,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 05:30",13.8,,,5,12.9,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 06:00",13.7,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 06:30",13.4,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 07:00",13.3,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 07:30",13.3,,,5,12.8,,,10,12.7,,,15
±‚¿Â(bgj8a),"2015-04-29 08:00",13.3,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 08:30",13.3,,,5,12.8,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 09:00",13.2,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 09:30",13.3,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 10:00",13.5,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 10:30",13.5,,,5,12.9,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 11:00",13.9,,,5,13.3,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 11:30",14,,,5,13.3,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 12:00",14.1,,,5,13.6,,,10,12.8,,,15
±‚¿Â(bgj8a),"2015-04-29 13:00",14.3,,,5,13.8,,,10,13,,,15
±‚¿Â(bgj8a),"2015-04-29 14:00",14.3,,,5,13.5,,,10,13.2,,,15
±‚¿Â(bgj8a),"2015-04-29 14:30",14.5,,,5,13.4,,,10,13.2,,,15
±‚¿Â(bgj8a),"2015-04-29 15:00",14.6,,,5,13.7,,,10,13.1,,,15
