"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
강릉(bgna3),"2016-12-04 12:00",14.9,,,5,14.9,,,20,15.3,,,30
강릉(bgna3),"2016-12-04 12:30",15.6,,,5,15.1,,,20,15.6,,,30
강릉(bgna3),"2016-12-04 13:00",15.6,,,5,13.8,,,20,13.2,,,30
강릉(bgna3),"2016-12-04 13:30",15.6,,,5,13.8,,,20,13.1,,,30
강릉(bgna3),"2016-12-04 14:00",15.6,,,5,13.9,,,20,13.2,,,30
강릉(bgna3),"2016-12-04 14:30",15.9,,,5,13.6,,,20,13.1,,,30
강릉(bgna3),"2016-12-04 15:00",15.9,,,5,13.6,,,20,13.1,,,30
강릉(bgna3),"2016-12-04 15:30",16.1,,,5,13.7,,,20,13.1,,,30
강릉(bgna3),"2016-12-04 16:00",16.1,,,5,13.6,,,20,13.1,,,30
강릉(bgna3),"2016-12-04 16:30",16.1,,,5,13.5,,,20,12.9,,,30
강릉(bgna3),"2016-12-04 17:00",16,,,5,13.4,,,20,12.9,,,30
강릉(bgna3),"2016-12-04 17:30",15.8,,,5,13.4,,,20,12.3,,,30
강릉(bgna3),"2016-12-04 18:00",15.3,,,5,13.4,,,20,12.2,,,30
강릉(bgna3),"2016-12-04 18:30",15.5,,,5,13.4,,,20,10.7,,,30
강릉(bgna3),"2016-12-04 19:00",15.7,,,5,13.5,,,20,11.1,,,30
강릉(bgna3),"2016-12-04 19:30",15.6,,,5,13.8,,,20,12.1,,,30
강릉(bgna3),"2016-12-04 20:00",15.6,,,5,13.4,,,20,12.2,,,30
강릉(bgna3),"2016-12-04 20:30",15.4,,,5,13.4,,,20,11.9,,,30
강릉(bgna3),"2016-12-04 21:00",15.3,,,5,13.4,,,20,12.4,,,30
강릉(bgna3),"2016-12-04 21:30",14.9,,,5,13.1,,,20,12.2,,,30
강릉(bgna3),"2016-12-04 22:00",14.8,,,5,13.2,,,20,11.7,,,30
강릉(bgna3),"2016-12-04 22:30",14.6,,,5,13.3,,,20,11.4,,,30
강릉(bgna3),"2016-12-04 23:00",14.9,,,5,13.3,,,20,11.5,,,30
강릉(bgna3),"2016-12-04 23:30",14.8,,,5,13.2,,,20,11.5,,,30
강릉(bgna3),"2016-12-05 00:00",14.8,,,5,13.2,,,20,10.9,,,30
강릉(bgna3),"2016-12-05 00:30",14.7,,,5,13.2,,,20,11.5,,,30
강릉(bgna3),"2016-12-05 01:00",14.7,,,5,13.1,,,20,11.3,,,30
강릉(bgna3),"2016-12-05 01:30",14.6,,,5,13.3,,,20,11.3,,,30
강릉(bgna3),"2016-12-05 02:00",14.6,,,5,13.4,,,20,11.3,,,30
강릉(bgna3),"2016-12-05 02:30",14.6,,,5,13.7,,,20,11.3,,,30
강릉(bgna3),"2016-12-05 03:00",14.5,,,5,13.7,,,20,11.3,,,30
강릉(bgna3),"2016-12-05 03:30",14.4,,,5,14,,,20,11.4,,,30
강릉(bgna3),"2016-12-05 04:00",14.5,,,5,13.6,,,20,11.4,,,30
강릉(bgna3),"2016-12-05 04:30",14.6,,,5,13.5,,,20,11.8,,,30
강릉(bgna3),"2016-12-05 05:00",14.6,,,5,13.4,,,20,11.5,,,30
강릉(bgna3),"2016-12-05 05:30",14.6,,,5,13.1,,,20,11.1,,,30
강릉(bgna3),"2016-12-05 06:00",14.6,,,5,13.2,,,20,10.6,,,30
