"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
강릉(bgna3),"2014-12-01 00:00",14.9,,,5,14.3,,,20,9.6,,"7.09",30
강릉(bgna3),"2014-12-01 00:30",14.9,,,5,14.3,,,20,10.1,,"7.07",30
강릉(bgna3),"2014-12-01 01:00",14.9,,,5,14.4,,,20,10.2,,"7.04",30
강릉(bgna3),"2014-12-01 01:30",14.9,,,5,14.5,,,20,10.3,,"7.01",30
강릉(bgna3),"2014-12-01 02:00",14.9,,,5,14.6,,,20,10.5,,"6.96",30
강릉(bgna3),"2014-12-01 02:30",14.9,,,5,14.6,,,20,11.4,,"6.94",30
강릉(bgna3),"2014-12-01 03:00",14.8,,,5,14.6,,,20,12.3,,"6.88",30
강릉(bgna3),"2014-12-01 03:30",14.8,,,5,14.6,,,20,12.6,,"6.79",30
강릉(bgna3),"2014-12-01 04:00",14.8,,,5,14.6,,,20,12.8,,"6.75",30
강릉(bgna3),"2014-12-01 04:30",14.8,,,5,14.6,,,20,12.7,,"6.74",30
강릉(bgna3),"2014-12-01 05:00",14.8,,,5,14.6,,,20,12.8,,"6.71",30
강릉(bgna3),"2014-12-01 05:30",14.7,,,5,14.6,,,20,12.9,,"6.67",30
강릉(bgna3),"2014-12-01 06:00",14.7,,,5,14.6,,,20,13.1,,"6.65",30
강릉(bgna3),"2014-12-01 06:30",14.7,,,5,14.6,,,20,13.1,,"6.64",30
강릉(bgna3),"2014-12-01 07:00",14.6,,,5,14.5,,,20,12.7,,"6.62",30
강릉(bgna3),"2014-12-01 07:30",14.7,,,5,14.6,,,20,13,,"6.58",30
강릉(bgna3),"2014-12-01 08:00",14.6,,,5,14.5,,,20,13.2,,"6.56",30
강릉(bgna3),"2014-12-01 08:30",14.7,,,5,14.4,,,20,13,,"6.55",30
강릉(bgna3),"2014-12-01 09:00",14.7,,,5,14.3,,,20,13.1,,"6.47",30
강릉(bgna3),"2014-12-01 09:30",14.8,,,5,14.3,,,20,13.4,,"6.37",30
강릉(bgna3),"2014-12-01 10:00",14.8,,,5,14.4,,,20,12.6,,"6.3",30
강릉(bgna3),"2014-12-01 10:30",14.8,,,5,14.3,,,20,12.7,,"6.34",30
강릉(bgna3),"2014-12-01 11:00",14.7,,,5,14.4,,,20,12.9,,"6.29",30
강릉(bgna3),"2014-12-01 11:30",14.8,,,5,14.4,,,20,13.1,,"6.24",30
강릉(bgna3),"2014-12-01 12:00",14.5,,,5,14.4,,,20,13.3,,"6.25",30
강릉(bgna3),"2014-12-01 12:30",14.7,,,5,14.3,,,20,13.7,,"6.29",30
강릉(bgna3),"2014-12-01 13:00",14.6,,,5,14.4,,,20,14.4,,"6.32",30
강릉(bgna3),"2014-12-01 13:30",14.6,,,5,14.3,,,20,14.4,,"6.65",30
강릉(bgna3),"2014-12-01 14:00",14.6,,,5,14.3,,,20,14.4,,"6.8",30
강릉(bgna3),"2014-12-01 14:30",14.6,,,5,14.3,,,20,14.4,,"7.05",30
강릉(bgna3),"2014-12-01 15:00",14.4,,,5,14.2,,,20,14.4,,"7.3",30
강릉(bgna3),"2014-12-01 15:30",14.4,,,5,14.2,,,20,14.4,,"7.62",30
강릉(bgna3),"2014-12-01 16:00",14.3,,,5,14.1,,,20,14.3,,"7.95",30
강릉(bgna3),"2014-12-01 16:30",14.3,,,5,14.1,,,20,14.3,,"8.09",30
강릉(bgna3),"2014-12-01 17:00",14.2,,,5,14.1,,,20,14.3,,"8.28",30
강릉(bgna3),"2014-12-01 17:30",14.1,,,5,14.1,,,20,14.3,,"8.41",30
강릉(bgna3),"2014-12-01 18:00",14.1,,,5,14.1,,,20,14.3,,"8.56",30
강릉(bgna3),"2014-12-01 18:30",14.1,,,5,14.1,,,20,14.3,,"8.57",30
강릉(bgna3),"2014-12-01 19:00",14,,,5,14,,,20,14.3,,"8.65",30
강릉(bgna3),"2014-12-01 19:30",14,,,5,13.9,,,20,14.2,,"8.81",30
강릉(bgna3),"2014-12-01 20:00",14,,,5,13.9,,,20,14.3,,"8.82",30
강릉(bgna3),"2014-12-01 20:30",14.1,,,5,14,,,20,14.2,,"8.83",30
강릉(bgna3),"2014-12-01 21:00",14.1,,,5,14.1,,,20,14.3,,"8.84",30
강릉(bgna3),"2014-12-01 21:30",14.5,,,5,14.4,,,20,14.3,,"8.85",30
강릉(bgna3),"2014-12-01 22:00",14.6,,,5,14.4,,,20,14.3,,"8.84",30
강릉(bgna3),"2014-12-01 22:30",14.1,,,5,14.1,,,20,14.3,,"8.86",30
강릉(bgna3),"2014-12-01 23:00",14,,,5,14,,,20,14.2,,"8.87",30
강릉(bgna3),"2014-12-01 23:30",13.9,,,5,13.9,,,20,14.1,,"8.87",30
강릉(bgna3),"2014-12-02 00:00",13.9,,,5,13.9,,,20,14.1,,"8.87",30
강릉(bgna3),"2014-12-02 00:30",13.9,,,5,13.9,,,20,14.1,,"8.87",30
강릉(bgna3),"2014-12-02 01:00",13.9,,,5,13.9,,,20,14.1,,"8.89",30
강릉(bgna3),"2014-12-02 01:30",13.8,,,5,13.8,,,20,14,,"8.9",30
강릉(bgna3),"2014-12-02 02:00",13.9,,,5,13.8,,,20,14.1,,"8.91",30
강릉(bgna3),"2014-12-02 02:30",13.9,,,5,13.8,,,20,14.1,,"8.91",30
강릉(bgna3),"2014-12-02 03:00",13.8,,,5,13.8,,,20,14,,"8.9",30
강릉(bgna3),"2014-12-02 03:30",13.8,,,5,13.8,,,20,14.1,,"8.9",30
강릉(bgna3),"2014-12-02 04:00",13.8,,,5,13.8,,,20,14,,"8.93",30
강릉(bgna3),"2014-12-02 04:30",13.8,,,5,13.8,,,20,14,,"8.96",30
강릉(bgna3),"2014-12-02 05:00",13.8,,,5,13.8,,,20,14,,"8.51",30
강릉(bgna3),"2014-12-02 05:30",13.8,,,5,13.8,,,20,14.1,,"8.36",30
강릉(bgna3),"2014-12-02 06:00",13.7,,,5,13.7,,,20,14,,"8.37",30
