"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2014-07-01 00:00",18.9,,,5,9.3,,,20,7.4,,,30
°­¸ª(bgna3),"2014-07-01 00:30",19.1,,,5,9.3,,,20,7.4,,,30
°­¸ª(bgna3),"2014-07-01 01:00",18,,,5,10.6,,,20,7.4,,,30
°­¸ª(bgna3),"2014-07-01 01:30",18.4,,,5,8.8,,,20,7.3,,,30
°­¸ª(bgna3),"2014-07-01 02:00",18.1,,,5,8.1,,,20,7.3,,,30
°­¸ª(bgna3),"2014-07-01 02:30",17.9,,,5,9.9,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 03:00",17.8,,,5,9.9,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 03:30",17.8,,,5,11.1,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 04:00",17.8,,,5,9.4,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 04:30",17.8,,,5,9.3,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 05:00",17.8,,,5,10.9,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 05:30",17.7,,,5,11.6,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 06:00",17.7,,,5,11.7,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 06:30",17.8,,,5,11.4,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 07:00",17.8,,,5,9.4,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 07:30",17.8,,,5,10.9,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 08:00",18.1,,,5,9.4,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 08:30",18.5,,,5,9.3,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 09:00",18.9,,,5,9.1,,,20,7.2,,,30
°­¸ª(bgna3),"2014-07-01 09:30",18.6,,,5,9.3,,,20,7.2,,,30
°­¸ª(bgna3),"2014-07-01 10:00",18.6,,,5,9.5,,,20,7.2,,,30
°­¸ª(bgna3),"2014-07-01 10:30",20.1,,,5,10.8,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 11:00",20.4,,,5,11.2,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 11:30",20.4,,,5,11.4,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 12:00",20.6,,,5,11.3,,,20,7.2,,,30
°­¸ª(bgna3),"2014-07-01 12:30",20.9,,,5,9.4,,,20,7.2,,,30
°­¸ª(bgna3),"2014-07-01 13:00",20.9,,,5,8.8,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 13:30",20.9,,,5,8.8,,,20,7.1,,,30
°­¸ª(bgna3),"2014-07-01 14:00",21.1,,,5,8.9,,,20,6.9,,,30
