"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
강릉(bgna3),"2017-04-01 00:00",10.7,,,5,8.4,,,20,6.1,,,30
강릉(bgna3),"2017-04-01 01:00",10.7,,,5,9,,,20,6.6,,,30
강릉(bgna3),"2017-04-01 01:30",10.8,,,5,9.8,,,20,6.8,,,30
강릉(bgna3),"2017-04-01 02:00",10.8,,,5,9.1,,,20,7,,,30
강릉(bgna3),"2017-04-01 02:30",10.9,,,5,9.5,,,20,7.2,,,30
강릉(bgna3),"2017-04-01 03:00",10.9,,,5,10.3,,,20,7.5,,,30
강릉(bgna3),"2017-04-01 03:30",11,,,5,8.5,,,20,7.3,,,30
강릉(bgna3),"2017-04-01 04:00",11,,,5,7.8,,,20,7.2,,,30
강릉(bgna3),"2017-04-01 04:30",11,,,5,7.6,,,20,7,,,30
강릉(bgna3),"2017-04-01 05:00",11,,,5,8.8,,,20,7,,,30
강릉(bgna3),"2017-04-01 05:30",11,,,5,9.7,,,20,7.2,,,30
강릉(bgna3),"2017-04-01 06:00",11,,,5,8,,,20,7.1,,,30
강릉(bgna3),"2017-04-01 06:30",10.9,,,5,7.9,,,20,6.8,,,30
강릉(bgna3),"2017-04-01 07:00",10.8,,,5,9.5,,,20,7.2,,,30
강릉(bgna3),"2017-04-01 07:30",10.8,,,5,10.7,,,20,7.8,,,30
강릉(bgna3),"2017-04-01 08:00",10.9,,,5,8.4,,,20,7.2,,,30
강릉(bgna3),"2017-04-01 08:30",11,,,5,7.7,,,20,6.2,,,30
강릉(bgna3),"2017-04-01 09:00",10.9,,,5,7.8,,,20,6.3,,,30
강릉(bgna3),"2017-04-01 09:30",10.9,,,5,8.2,,,20,5.5,,,30
강릉(bgna3),"2017-04-01 10:00",10.9,,,5,8.2,,,20,5.2,,,30
강릉(bgna3),"2017-04-01 10:30",10.9,,,5,7.5,,,20,5,,,30
강릉(bgna3),"2017-04-01 11:00",10.9,,,5,8.1,,,20,5.5,,,30
강릉(bgna3),"2017-04-01 11:30",10.9,,,5,8.3,,,20,5.7,,,30
강릉(bgna3),"2017-04-01 12:00",10.9,,,5,8.7,,,20,6,,,30
강릉(bgna3),"2017-04-01 12:30",10.9,,,5,8.2,,,20,6.1,,,30
강릉(bgna3),"2017-04-01 13:00",10.9,,,5,8.7,,,20,6.1,,,30
강릉(bgna3),"2017-04-01 13:30",11.1,,,5,8.7,,,20,6.4,,,30
강릉(bgna3),"2017-04-01 14:00",11.1,,,5,8.4,,,20,6.4,,,30
강릉(bgna3),"2017-04-01 14:30",11,,,5,8.4,,,20,6.8,,,30
강릉(bgna3),"2017-04-01 15:00",11,,,5,8.1,,,20,6.7,,,30
강릉(bgna3),"2017-04-01 15:30",11,,,5,8.2,,,20,6.6,,,30
강릉(bgna3),"2017-04-01 16:00",11,,,5,9.1,,,20,7.6,,,30
강릉(bgna3),"2017-04-01 16:30",10.9,,,5,9.1,,,20,7.7,,,30
강릉(bgna3),"2017-04-01 17:00",10.9,,,5,9.7,,,20,7.6,,,30
강릉(bgna3),"2017-04-01 17:30",10.9,,,5,10.5,,,20,7.9,,,30
강릉(bgna3),"2017-04-01 18:00",10.9,,,5,10.9,,,20,8.9,,,30
강릉(bgna3),"2017-04-01 18:30",10.9,,,5,10.9,,,20,9,,,30
강릉(bgna3),"2017-04-01 19:00",11,,,5,11,,,20,9.1,,,30
강릉(bgna3),"2017-04-01 19:30",11.1,,,5,11.1,,,20,9.9,,,30
강릉(bgna3),"2017-04-01 20:00",11.1,,,5,11.1,,,20,9.7,,,30
강릉(bgna3),"2017-04-01 20:30",11.1,,,5,11.1,,,20,10.1,,,30
강릉(bgna3),"2017-04-01 21:00",11.1,,,5,7.9,,,20,7,,,30
강릉(bgna3),"2017-04-01 21:30",11.1,,,5,7.9,,,20,6.8,,,30
강릉(bgna3),"2017-04-01 22:00",11.1,,,5,8.9,,,20,7.7,,,30
강릉(bgna3),"2017-04-01 22:30",11.1,,,5,9.3,,,20,5.7,,,30
강릉(bgna3),"2017-04-01 23:00",11.1,,,5,8.9,,,20,6,,,30
강릉(bgna3),"2017-04-01 23:30",11.1,,,5,8.2,,,20,5,,,30
강릉(bgna3),"2017-04-02 00:00",11.1,,,5,8.3,,,20,5.4,,,30
강릉(bgna3),"2017-04-02 00:30",11.1,,,5,10.3,,,20,6,,,30
강릉(bgna3),"2017-04-02 01:00",11.1,,,5,8.9,,,20,6.1,,,30
강릉(bgna3),"2017-04-02 01:30",11.1,,,5,9.9,,,20,6.7,,,30
강릉(bgna3),"2017-04-02 02:00",11.1,,,5,9.1,,,20,6.5,,,30
강릉(bgna3),"2017-04-02 02:30",11.1,,,5,10.2,,,20,7.2,,,30
강릉(bgna3),"2017-04-02 03:00",11,,,5,10.8,,,20,7.5,,,30
