"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃþ¼ö¿Â(¡É)","ÃþÃþ ¿°ºÐ(psu)","ÃþÃþ DO(mg/L)","ÃþÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2019-12-01 00:30","15.9",,,"4.7","15",,,"20","14.5",,,"29.9"
°­¸ª(bgna3),"2019-12-01 01:00","16",,,"4.7","14.7",,,"20","14.8",,,"29.9"
°­¸ª(bgna3),"2019-12-01 01:30","16.1",,,"4.7","15.1",,,"20","14.7",,,"29.8"
°­¸ª(bgna3),"2019-12-01 02:00","16.1",,,"4.7","15.2",,,"20","14.7",,,"29.9"
°­¸ª(bgna3),"2019-12-01 02:30","16.1",,,"4.7","15.2",,,"20","14.7",,,"29.9"
°­¸ª(bgna3),"2019-12-01 03:00","16.2",,,"4.7","15.2",,,"20","14.7",,,"29.8"
°­¸ª(bgna3),"2019-12-01 03:30","16.3",,,"4.7","15.6",,,"20","14.8",,,"29.8"
°­¸ª(bgna3),"2019-12-01 04:00","16.3",,,"4.7","15.7",,,"20","14.6",,,"29.8"
°­¸ª(bgna3),"2019-12-01 04:30","16.3",,,"4.7","15.8",,,"20","14.7",,,"29.8"
°­¸ª(bgna3),"2019-12-01 05:00","16.3",,,"4.7","15.8",,,"20","14.7",,,"29.8"
°­¸ª(bgna3),"2019-12-01 05:30","16.4",,,"4.7","15.8",,,"20","14.8",,,"29.9"
°­¸ª(bgna3),"2019-12-01 06:00","16.4",,,"4.7","15.8",,,"20","14.9",,,"29.9"
°­¸ª(bgna3),"2019-12-01 06:30","16.4",,,"4.7","15.8",,,"20","14.8",,,"29.9"
°­¸ª(bgna3),"2019-12-01 07:00","16.4",,,"4.7","15.7",,,"20","14.8",,,"29.9"
°­¸ª(bgna3),"2019-12-01 07:30","16.3",,,"4.7","15.5",,,"20","14.2",,,"29.8"
°­¸ª(bgna3),"2019-12-01 08:00","16.4",,,"4.7","15.3",,,"20","14.4",,,"29.8"
°­¸ª(bgna3),"2019-12-01 08:30","16.4",,,"4.7","15.1",,,"20","13.8",,,"29.8"
°­¸ª(bgna3),"2019-12-01 09:00","16.4",,,"4.7","15.3",,,"19.9","14.6",,,"29.8"
°­¸ª(bgna3),"2019-12-01 09:30","16.4",,,"4.7","15.2",,,"20","14.5",,,"29.9"
°­¸ª(bgna3),"2019-12-01 10:00","16.4",,,"4.7","15.4",,,"20","14.7",,,"29.9"
°­¸ª(bgna3),"2019-12-01 10:30","16.4",,,"4.7","15.5",,,"20","13.8",,,"29.9"
°­¸ª(bgna3),"2019-12-01 11:00","16.3",,,"4.7","15.6",,,"20","13.5",,,"29.9"
°­¸ª(bgna3),"2019-12-01 11:30","16.3",,,"4.7","15",,,"20","13.5",,,"29.9"
°­¸ª(bgna3),"2019-12-01 12:00","16.3",,,"4.7","14.5",,,"20","13.4",,,"29.9"
