"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2019-08-01 00:00",,,,5,15.3,,,20,13.6,,,30
°­¸ª(bgna3),"2019-08-01 00:30",,,,5,15,,,20,13.6,,,30
°­¸ª(bgna3),"2019-08-01 01:00",,,,5,14.9,,,20,13.7,,,30
°­¸ª(bgna3),"2019-08-01 01:30",,,,5,14.9,,,20,13.6,,,30
°­¸ª(bgna3),"2019-08-01 02:00",,,,5,15.1,,,20,13.6,,,30
°­¸ª(bgna3),"2019-08-01 02:30",,,,5,15.3,,,20,13.8,,,30
°­¸ª(bgna3),"2019-08-01 03:00",,,,5,15.4,,,20,13.9,,,30
°­¸ª(bgna3),"2019-08-01 03:30",,,,5,15.4,,,20,13.9,,,30
°­¸ª(bgna3),"2019-08-01 04:00",,,,5,15.3,,,20,13.9,,,30
°­¸ª(bgna3),"2019-08-01 04:30",,,,5,15.4,,,20,14,,,30
°­¸ª(bgna3),"2019-08-01 05:00",,,,5,15.6,,,20,14.1,,,30
°­¸ª(bgna3),"2019-08-01 05:30",,,,5,15.6,,,20,13.4,,,30
°­¸ª(bgna3),"2019-08-01 06:00",,,,5,15.6,,,20,13.7,,,30
°­¸ª(bgna3),"2019-08-01 06:30",,,,5,15.7,,,20,13.2,,,30
°­¸ª(bgna3),"2019-08-01 07:00",,,,5,16.2,,,20,13.8,,,30
°­¸ª(bgna3),"2019-08-01 07:30",,,,5,16.4,,,20,14.8,,,30
°­¸ª(bgna3),"2019-08-01 08:00",,,,5,16,,,20,11.4,,,30
°­¸ª(bgna3),"2019-08-01 08:30",,,,5,16,,,20,14.1,,,30
°­¸ª(bgna3),"2019-08-01 09:00",,,,5,16.7,,,20,14.7,,,30
°­¸ª(bgna3),"2019-08-01 09:30",,,,5,16.9,,,20,14.9,,,30
°­¸ª(bgna3),"2019-08-01 10:00",,,,5,16.5,,,20,14.8,,,30
°­¸ª(bgna3),"2019-08-01 10:30",,,,5,16.3,,,20,14.7,,,30
°­¸ª(bgna3),"2019-08-01 11:00",,,,5,16.6,,,20,13.7,,,30
°­¸ª(bgna3),"2019-08-01 11:30",,,,5,16.8,,,20,13.1,,,30
°­¸ª(bgna3),"2019-08-01 12:00",,,,5,16.7,,,20,11.6,,,30
°­¸ª(bgna3),"2019-08-01 12:30",,,,5,16.8,,,20,10.6,,,30
