"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2019-02-01 00:00",11.8,,,5,11.3,,,20,7.5,,,30
°­¸ª(bgna3),"2019-02-01 00:30",11.8,,,5,11.1,,,20,7.4,,,30
°­¸ª(bgna3),"2019-02-01 01:00",11.7,,,5,11.6,,,20,7.8,,,30
°­¸ª(bgna3),"2019-02-01 01:30",11.8,,,5,11.6,,,20,7.7,,,30
°­¸ª(bgna3),"2019-02-01 02:00",11.9,,,5,11.8,,,20,8.4,,,30
°­¸ª(bgna3),"2019-02-01 02:30",11.8,,,5,11.5,,,20,8.7,,,30
°­¸ª(bgna3),"2019-02-01 03:00",11.9,,,5,11.8,,,20,9.2,,,30
°­¸ª(bgna3),"2019-02-01 03:30",11.9,,,5,11.4,,,20,8.7,,,30
°­¸ª(bgna3),"2019-02-01 04:00",11.9,,,5,10.6,,,20,8.4,,,30
°­¸ª(bgna3),"2019-02-01 04:30",11.8,,,5,10.8,,,20,8.1,,,30
°­¸ª(bgna3),"2019-02-01 05:00",11.7,,,5,9.9,,,20,7,,,30
°­¸ª(bgna3),"2019-02-01 05:30",11.7,,,5,9.9,,,20,6,,,30
°­¸ª(bgna3),"2019-02-01 06:00",11.6,,,5,9.4,,,20,5.4,,,30
°­¸ª(bgna3),"2019-02-01 06:30",11.5,,,5,9.7,,,20,5.4,,,30
°­¸ª(bgna3),"2019-02-01 07:00",11.5,,,5,9.2,,,20,5.3,,,30
°­¸ª(bgna3),"2019-02-01 07:30",11.5,,,5,9.6,,,20,5.1,,,30
°­¸ª(bgna3),"2019-02-01 08:00",11.5,,,5,10.3,,,20,5.9,,,30
°­¸ª(bgna3),"2019-02-01 08:30",11.5,,,5,11.4,,,20,8.5,,,30
°­¸ª(bgna3),"2019-02-01 09:00",11.5,,,5,11.4,,,20,10.6,,,30
°­¸ª(bgna3),"2019-02-01 09:30",11.5,,,5,11.4,,,20,11.3,,,30
°­¸ª(bgna3),"2019-02-01 10:00",11.6,,,5,11.4,,,20,11.4,,,30
°­¸ª(bgna3),"2019-02-01 10:30",11.6,,,5,11.4,,,20,11.4,,,30
°­¸ª(bgna3),"2019-02-01 11:00",11.7,,,5,11.5,,,20,11.4,,,30
°­¸ª(bgna3),"2019-02-01 11:30",11.7,,,5,11.4,,,20,11.4,,,30
°­¸ª(bgna3),"2019-02-01 12:00",11.7,,,5,11.4,,,20,8.7,,,30
°­¸ª(bgna3),"2019-02-01 12:30",11.7,,,5,11.4,,,20,8.5,,,30
°­¸ª(bgna3),"2019-02-01 13:00",11.7,,,5,11.4,,,20,9.4,,,30
°­¸ª(bgna3),"2019-02-01 13:30",11.6,,,5,11.3,,,20,10.4,,,30
°­¸ª(bgna3),"2019-02-01 14:00",11.6,,,5,11.4,,,20,9.8,,,30
°­¸ª(bgna3),"2019-02-01 14:30",11.7,,,5,10.7,,,20,8.5,,,30
°­¸ª(bgna3),"2019-02-01 15:00",11.6,,,5,10.6,,,20,7,,,30
°­¸ª(bgna3),"2019-02-01 15:30",11.6,,,5,10.9,,,20,5.9,,,30
°­¸ª(bgna3),"2019-02-01 16:00",11.5,,,5,10.5,,,20,5.3,,,30
°­¸ª(bgna3),"2019-02-01 16:30",11.5,,,5,10.7,,,20,5.8,,,30
°­¸ª(bgna3),"2019-02-01 17:00",11.5,,,5,10.8,,,20,7.4,,,30
°­¸ª(bgna3),"2019-02-01 17:30",11.4,,,5,10.6,,,20,5.3,,,30
°­¸ª(bgna3),"2019-02-01 18:00",11.4,,,5,11.1,,,20,8,,,30
°­¸ª(bgna3),"2019-02-01 18:30",11.3,,,5,9.3,,,20,7.8,,,30
°­¸ª(bgna3),"2019-02-01 19:00",11.3,,,5,8.7,,,20,7.7,,,30
°­¸ª(bgna3),"2019-02-01 19:30",11.2,,,5,9,,,20,6.8,,,30
°­¸ª(bgna3),"2019-02-01 20:00",11.2,,,5,10.2,,,20,7,,,30
°­¸ª(bgna3),"2019-02-01 20:30",11.1,,,5,10.6,,,20,6.9,,,30
°­¸ª(bgna3),"2019-02-01 21:00",11.1,,,5,10.9,,,20,7.3,,,30
°­¸ª(bgna3),"2019-02-01 21:30",11.1,,,5,11,,,20,8.7,,,30
°­¸ª(bgna3),"2019-02-01 22:00",11.1,,,5,11,,,20,10.4,,,30
°­¸ª(bgna3),"2019-02-01 22:30",11.1,,,5,11,,,20,8.4,,,30
°­¸ª(bgna3),"2019-02-01 23:00",11.1,,,5,10.9,,,20,6.8,,,30
°­¸ª(bgna3),"2019-02-01 23:30",11.1,,,5,10.9,,,20,7.9,,,30
°­¸ª(bgna3),"2019-02-02 00:00",11.1,,,5,11,,,20,8.1,,,30
°­¸ª(bgna3),"2019-02-02 00:30",11,,,5,8.5,,,20,7.1,,,30
°­¸ª(bgna3),"2019-02-02 01:00",11,,,5,10.5,,,20,7.1,,,30
°­¸ª(bgna3),"2019-02-02 01:30",10.9,,,5,9.9,,,20,6.5,,,30
°­¸ª(bgna3),"2019-02-02 02:00",10.9,,,5,10.7,,,20,6.3,,,30
°­¸ª(bgna3),"2019-02-02 02:30",10.8,,,5,10.8,,,20,8.2,,,30
°­¸ª(bgna3),"2019-02-02 03:00",10.8,,,5,10.5,,,20,7.8,,,30
°­¸ª(bgna3),"2019-02-02 03:30",10.8,,,5,9.7,,,20,6.2,,,30
°­¸ª(bgna3),"2019-02-02 04:00",10.7,,,5,9.5,,,20,5.5,,,30
°­¸ª(bgna3),"2019-02-02 04:30",10.7,,,5,9.2,,,20,5,,,30
°­¸ª(bgna3),"2019-02-02 05:00",10.5,,,5,9.4,,,20,4.7,,,30
°­¸ª(bgna3),"2019-02-02 05:30",10.4,,,5,10.1,,,20,5.5,,,30
°­¸ª(bgna3),"2019-02-02 06:00",10.3,,,5,9.4,,,20,4.8,,,30
°­¸ª(bgna3),"2019-02-02 06:30",10.3,,,5,10,,,20,5.8,,,30
°­¸ª(bgna3),"2019-02-02 07:00",10.3,,,5,10,,,20,5.6,,,30
°­¸ª(bgna3),"2019-02-02 07:30",10.4,,,5,10.1,,,20,7.8,,,30
°­¸ª(bgna3),"2019-02-02 08:00",10.4,,,5,10.2,,,20,9.1,,,30
°­¸ª(bgna3),"2019-02-02 08:30",10.5,,,5,10.3,,,20,9.1,,,30
°­¸ª(bgna3),"2019-02-02 09:00",10.5,,,5,10.3,,,20,9.2,,,30
°­¸ª(bgna3),"2019-02-02 09:30",10.5,,,5,10.4,,,20,9.4,,,30
°­¸ª(bgna3),"2019-02-02 10:00",10.5,,,5,10.3,,,20,9.9,,,30
°­¸ª(bgna3),"2019-02-02 10:30",10.5,,,5,10.3,,,20,10,,,30
°­¸ª(bgna3),"2019-02-02 11:00",10.5,,,5,10.3,,,20,9.8,,,30
