"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃþ¼ö¿Â(¡É)","ÃþÃþ ¿°ºÐ(psu)","ÃþÃþ DO(mg/L)","ÃþÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2021-07-01 00:00","17.1",,,,"10.8",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 01:00","16.2",,,,"10.9",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 01:30","16.1",,,,"11.1",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-01 02:00","16",,,,"11.2",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 02:30","15.9",,,,"11.3",,,,"6",,,
°­¸ª(bgna3),"2021-07-01 03:00","16.5",,,,"11.5",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-01 03:30","16.7",,,,"11.5",,,,"6.4",,,
°­¸ª(bgna3),"2021-07-01 04:00","17.1",,,,"11.5",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-01 04:30","17.8",,,,"11.6",,,,"6.3",,,
°­¸ª(bgna3),"2021-07-01 05:00","18.4",,,,"11.9",,,,"6.1",,,
°­¸ª(bgna3),"2021-07-01 05:30","18.6",,,,"12",,,,"6.2",,,
°­¸ª(bgna3),"2021-07-01 06:00","18.5",,,,"11.9",,,,"6.1",,,
°­¸ª(bgna3),"2021-07-01 06:30","19",,,,"12.4",,,,"6.4",,,
°­¸ª(bgna3),"2021-07-01 07:00","18.9",,,,"12.2",,,,"6.2",,,
°­¸ª(bgna3),"2021-07-01 07:30","18.8",,,,"12",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-01 08:00","18.9",,,,"12.1",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-01 08:30","18.9",,,,"12.1",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-01 09:00","19.1",,,,"11.8",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-01 09:30","19.2",,,,"11.9",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 10:00","19.3",,,,"11.4",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 10:30","19.2",,,,"10.7",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-01 11:00","19.3",,,,"10.7",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-01 11:30","19.3",,,,"10.4",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-01 12:00","19.4",,,,"10.3",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-01 12:30","19.4",,,,"8.9",,,,"4.9",,,
°­¸ª(bgna3),"2021-07-01 13:00","19.7",,,,"8.5",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 13:30","19.8",,,,"8.7",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 14:00","19.8",,,,"8.5",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 14:30","19.9",,,,"8.1",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-01 15:00","19.8",,,,"7.8",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 15:30","19.9",,,,"7.8",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 16:00","19.8",,,,"8.2",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-01 16:30","19.8",,,,"8.2",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-01 17:00","19.3",,,,"7.9",,,,"5",,,
°­¸ª(bgna3),"2021-07-01 17:30","18.9",,,,"9.4",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-01 18:00","18.6",,,,"10.4",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-01 18:30","18.8",,,,"11",,,,"6",,,
°­¸ª(bgna3),"2021-07-01 19:00","18.4",,,,"11.3",,,,"6.6",,,
°­¸ª(bgna3),"2021-07-01 19:30","18.1",,,,"11.8",,,,"6.8",,,
°­¸ª(bgna3),"2021-07-01 20:00","17.9",,,,"11.8",,,,"7",,,
°­¸ª(bgna3),"2021-07-01 20:30","18.1",,,,"11.9",,,,"7.4",,,
°­¸ª(bgna3),"2021-07-01 21:00","18.1",,,,"12.1",,,,"8.4",,,
°­¸ª(bgna3),"2021-07-01 21:30","17.6",,,,"12.2",,,,"8.4",,,
°­¸ª(bgna3),"2021-07-01 22:00","16.5",,,,"12",,,,"9",,,
°­¸ª(bgna3),"2021-07-01 22:30","16",,,,"12.1",,,,"8.8",,,
°­¸ª(bgna3),"2021-07-01 23:00","16.5",,,,"12.3",,,,"8.5",,,
°­¸ª(bgna3),"2021-07-01 23:30","16.1",,,,"11.9",,,,"7.5",,,
°­¸ª(bgna3),"2021-07-02 00:00","16.8",,,,"10.8",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 01:00","15.8",,,,"9.8",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-02 01:30","15.4",,,,"9.7",,,,"4.9",,,
°­¸ª(bgna3),"2021-07-02 02:00","15.3",,,,"8.4",,,,"4.7",,,
°­¸ª(bgna3),"2021-07-02 02:30","15.2",,,,"7.7",,,,"4.9",,,
°­¸ª(bgna3),"2021-07-02 03:00","15.1",,,,"7.6",,,,"4.8",,,
°­¸ª(bgna3),"2021-07-02 03:30","15.2",,,,"8.2",,,,"4.6",,,
°­¸ª(bgna3),"2021-07-02 04:00","15.3",,,,"8.7",,,,"4.7",,,
°­¸ª(bgna3),"2021-07-02 04:30","16.3",,,,"9.1",,,,"4.8",,,
°­¸ª(bgna3),"2021-07-02 05:00","16.5",,,,"8.6",,,,"5",,,
°­¸ª(bgna3),"2021-07-02 05:30","19.1",,,,"9.8",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 06:00","18.8",,,,"9.1",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-02 06:30","19.3",,,,"10.9",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-02 07:00","19.6",,,,"11.3",,,,"6",,,
°­¸ª(bgna3),"2021-07-02 07:30","19.9",,,,"12.3",,,,"7.8",,,
°­¸ª(bgna3),"2021-07-02 08:00","20",,,,"12.1",,,,"8",,,
°­¸ª(bgna3),"2021-07-02 08:30","20.2",,,,"11.4",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-02 09:00","20.3",,,,"11",,,,"6.6",,,
°­¸ª(bgna3),"2021-07-02 09:30","20.3",,,,"10.9",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 10:00","20.4",,,,"10",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-02 10:30","20.3",,,,"10.7",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 11:00","20.1",,,,"9",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 11:30","19.9",,,,"8.6",,,,"5.5",,,
°­¸ª(bgna3),"2021-07-02 12:00","19.8",,,,"8.5",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 12:30","19.8",,,,"8.7",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-02 13:00","19.7",,,,"9",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-02 13:30","19.8",,,,"9.1",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 14:00","19.7",,,,"9.8",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-02 14:30","19.2",,,,"9.8",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 15:00","19.3",,,,"9.9",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-02 15:30","19.2",,,,"9.7",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-02 16:00","19.2",,,,"10.4",,,,"7",,,
°­¸ª(bgna3),"2021-07-02 16:30","19.2",,,,"10.8",,,,"7",,,
°­¸ª(bgna3),"2021-07-02 17:00","19",,,,"10.8",,,,"6.8",,,
°­¸ª(bgna3),"2021-07-02 18:00","18.9",,,,"10",,,,"6.1",,,
°­¸ª(bgna3),"2021-07-02 18:30","18.7",,,,"9.7",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-02 19:00","18.8",,,,"9.6",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-02 19:30","18.8",,,,"9.7",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-02 20:00","17.3",,,,"9.5",,,,"5.5",,,
°­¸ª(bgna3),"2021-07-02 20:30","17.7",,,,"9.5",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-02 21:00","19",,,,"9.6",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-02 21:30","17.9",,,,"9.3",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-02 22:00","17.7",,,,"9.4",,,,"7.1",,,
°­¸ª(bgna3),"2021-07-02 22:30","19.1",,,,"9.7",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-02 23:00","19.2",,,,"10.8",,,,"6",,,
°­¸ª(bgna3),"2021-07-02 23:30","19.4",,,,"11.3",,,,"6.8",,,
°­¸ª(bgna3),"2021-07-03 00:00","19.6",,,,"11.1",,,,"8.8",,,
°­¸ª(bgna3),"2021-07-03 00:30","19.6",,,,"11.2",,,,"8.9",,,
°­¸ª(bgna3),"2021-07-03 01:00","19.6",,,,"11",,,,"8.4",,,
°­¸ª(bgna3),"2021-07-03 01:30","19.6",,,,"10.8",,,,"7.5",,,
°­¸ª(bgna3),"2021-07-03 02:00","19.6",,,,"10.6",,,,"6.9",,,
°­¸ª(bgna3),"2021-07-03 02:30","19.4",,,,"10.1",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-03 03:00","19.4",,,,"9.5",,,,"5.5",,,
°­¸ª(bgna3),"2021-07-03 03:30","19.1",,,,"8.7",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-03 04:00","19",,,,"8.7",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-03 04:30","19.1",,,,"8.6",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-03 05:00","19",,,,"8.4",,,,"4.9",,,
°­¸ª(bgna3),"2021-07-03 05:30","19",,,,"8.6",,,,"4.9",,,
°­¸ª(bgna3),"2021-07-03 06:00","19.4",,,,"8.6",,,,"4.8",,,
°­¸ª(bgna3),"2021-07-03 06:30","19.8",,,,"8.6",,,,"4.7",,,
°­¸ª(bgna3),"2021-07-03 07:00","19.5",,,,"8.7",,,,"4.8",,,
°­¸ª(bgna3),"2021-07-03 07:30","19.5",,,,"8.7",,,,"4.8",,,
°­¸ª(bgna3),"2021-07-03 08:00","19.4",,,,"8.9",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-03 08:30","19.9",,,,"8.8",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-03 09:00","19.5",,,,"8.8",,,,"6",,,
°­¸ª(bgna3),"2021-07-03 09:30","20",,,,"9.5",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-03 10:00","19.6",,,,"9.7",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-03 10:30","19",,,,"9.4",,,,"6.6",,,
°­¸ª(bgna3),"2021-07-03 11:00","18.9",,,,"10.2",,,,"7.1",,,
°­¸ª(bgna3),"2021-07-03 11:30","18.3",,,,"10",,,,"7.2",,,
°­¸ª(bgna3),"2021-07-03 12:00","19.4",,,,"10.2",,,,"7.1",,,
°­¸ª(bgna3),"2021-07-03 12:30","19.3",,,,"10.3",,,,"7.2",,,
°­¸ª(bgna3),"2021-07-03 13:00","19.8",,,,"10.2",,,,"6.7",,,
°­¸ª(bgna3),"2021-07-03 13:30","19.8",,,,"10.1",,,,"7.3",,,
°­¸ª(bgna3),"2021-07-03 14:00","19.8",,,,"10.1",,,,"7.1",,,
°­¸ª(bgna3),"2021-07-03 14:30","20.3",,,,"10",,,,"7.6",,,
°­¸ª(bgna3),"2021-07-03 15:00","20.1",,,,"10.1",,,,"7.6",,,
°­¸ª(bgna3),"2021-07-03 15:30","18.8",,,,"10.3",,,,"7.4",,,
°­¸ª(bgna3),"2021-07-03 16:00","19.8",,,,"10.2",,,,"7.4",,,
°­¸ª(bgna3),"2021-07-03 16:30","19.8",,,,"9.8",,,,"7.3",,,
°­¸ª(bgna3),"2021-07-03 17:00","19.6",,,,"9.9",,,,"6.9",,,
°­¸ª(bgna3),"2021-07-03 17:30","20",,,,"9.7",,,,"6.4",,,
°­¸ª(bgna3),"2021-07-03 18:00","20",,,,"9.5",,,,"6.3",,,
°­¸ª(bgna3),"2021-07-03 18:30","20",,,,"9.5",,,,"6.2",,,
°­¸ª(bgna3),"2021-07-03 19:00","19.6",,,,"9.5",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-03 19:30","19.5",,,,"8.8",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-03 20:00","19.3",,,,"8.6",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-03 20:30","18.5",,,,"9.3",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-03 21:00","19",,,,"9.7",,,,"5.5",,,
°­¸ª(bgna3),"2021-07-03 21:30","20.5",,,,"9.6",,,,"5.4",,,
°­¸ª(bgna3),"2021-07-03 22:00","20.2",,,,"8.9",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-03 22:30","20.5",,,,"8.8",,,,"5.1",,,
°­¸ª(bgna3),"2021-07-03 23:00","20.5",,,,"8.7",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-03 23:30","20.4",,,,"8.7",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-04 00:00","20.2",,,,"8.7",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-04 00:30","20.2",,,,"8.7",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-04 01:00","20",,,,"8.6",,,,"5.2",,,
°­¸ª(bgna3),"2021-07-04 02:00","19.8",,,,"8.6",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-04 02:30","19.4",,,,"8.4",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-04 03:00","18.8",,,,"8.3",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-04 03:30","15.7",,,,"8",,,,"6",,,
°­¸ª(bgna3),"2021-07-04 04:00","14.7",,,,"7.9",,,,"6",,,
°­¸ª(bgna3),"2021-07-04 04:30","15.1",,,,"7.8",,,,"6.1",,,
°­¸ª(bgna3),"2021-07-04 05:00","14.5",,,,"7.8",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-04 05:30","14.6",,,,"7.8",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-04 06:00","14.7",,,,"7.8",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-04 06:30","14.4",,,,"8.3",,,,"5.8",,,
°­¸ª(bgna3),"2021-07-04 07:00","14.5",,,,"8.4",,,,"5.7",,,
°­¸ª(bgna3),"2021-07-04 08:00","14.5",,,,"7.9",,,,"5.3",,,
°­¸ª(bgna3),"2021-07-04 08:30","14.2",,,,"9",,,,"5.5",,,
°­¸ª(bgna3),"2021-07-04 09:00","14.6",,,,"9.1",,,,"5.6",,,
°­¸ª(bgna3),"2021-07-04 09:30","15",,,,"8.9",,,,"5.9",,,
°­¸ª(bgna3),"2021-07-04 10:00","16.8",,,,"9",,,,"6.1",,,
°­¸ª(bgna3),"2021-07-04 10:30","16.8",,,,"8.4",,,,"6.2",,,
°­¸ª(bgna3),"2021-07-04 11:00","16.6",,,,"8.2",,,,"6.2",,,
°­¸ª(bgna3),"2021-07-04 11:30","16.4",,,,"8.4",,,,"6.4",,,
°­¸ª(bgna3),"2021-07-04 12:00","16.4",,,,"8.7",,,,"6.5",,,
°­¸ª(bgna3),"2021-07-04 12:30","16.8",,,,"9.1",,,,"6.6",,,
°­¸ª(bgna3),"2021-07-04 13:00","16.9",,,,"8.8",,,,"6.7",,,
°­¸ª(bgna3),"2021-07-04 13:30","16.9",,,,"12.8",,,,"7.4",,,
