"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중층수온(℃)","층층 염분(psu)","층층 DO(mg/L)","층층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
강릉(bgna3),"2021-05-01 00:30","11.6",,,,"9.9",,,,"5.7",,,
강릉(bgna3),"2021-05-01 01:00","11.5",,,,"9.9",,,,"6",,,
강릉(bgna3),"2021-05-01 01:30","11.5",,,,"10",,,,"6",,,
강릉(bgna3),"2021-05-01 02:00","11.4",,,,"10.1",,,,"6.1",,,
강릉(bgna3),"2021-05-01 02:30","11.4",,,,"9.8",,,,"7",,,
강릉(bgna3),"2021-05-01 03:00","11.5",,,,"10.3",,,,"8.1",,,
강릉(bgna3),"2021-05-01 03:30","11.5",,,,"10.3",,,,"7.5",,,
강릉(bgna3),"2021-05-01 04:00","11.5",,,,"10.2",,,,"7.4",,,
강릉(bgna3),"2021-05-01 04:30","11.4",,,,"10",,,,"7.2",,,
강릉(bgna3),"2021-05-01 05:00","11.3",,,,"9.3",,,,"6.7",,,
강릉(bgna3),"2021-05-01 05:30","11.2",,,,"9.5",,,,"6.4",,,
강릉(bgna3),"2021-05-01 06:00","11.2",,,,"9.7",,,,"6.2",,,
강릉(bgna3),"2021-05-01 06:30","11.1",,,,"9.1",,,,"5.3",,,
강릉(bgna3),"2021-05-01 07:00","11.2",,,,"9.2",,,,"5.1",,,
강릉(bgna3),"2021-05-01 07:30","11.2",,,,"9.3",,,,"4.9",,,
강릉(bgna3),"2021-05-01 08:00","11.2",,,,"9.6",,,,"4.7",,,
강릉(bgna3),"2021-05-01 08:30","11.2",,,,"9.7",,,,"4.7",,,
강릉(bgna3),"2021-05-01 09:00","11.2",,,,"9.3",,,,"5",,,
강릉(bgna3),"2021-05-01 09:30","11.2",,,,"9.5",,,,"4.9",,,
강릉(bgna3),"2021-05-01 10:00","11.2",,,,"9",,,,"5.1",,,
강릉(bgna3),"2021-05-01 10:30","10.9",,,,"9.1",,,,"5.2",,,
강릉(bgna3),"2021-05-01 11:00","11.1",,,,"9.6",,,,"5.2",,,
강릉(bgna3),"2021-05-01 11:30","11.2",,,,"9.9",,,,"5.5",,,
강릉(bgna3),"2021-05-01 12:00","11.2",,,,"10.4",,,,"6.5",,,
강릉(bgna3),"2021-05-01 12:30","11.5",,,,"10.5",,,,"7.1",,,
강릉(bgna3),"2021-05-01 13:00","11.4",,,,"10.6",,,,"8.7",,,
강릉(bgna3),"2021-05-01 13:30","11.4",,,,"10.4",,,,"8.2",,,
강릉(bgna3),"2021-05-01 14:00","11.6",,,,"10.9",,,,"9.6",,,
강릉(bgna3),"2021-05-01 14:30","11.4",,,,"10.9",,,,"9.9",,,
강릉(bgna3),"2021-05-01 15:00","11.4",,,,"10.7",,,,"9.9",,,
강릉(bgna3),"2021-05-01 15:30","11.9",,,,"11.1",,,,"10.3",,,
강릉(bgna3),"2021-05-01 16:00","11.4",,,,"10.6",,,,"9.9",,,
강릉(bgna3),"2021-05-01 16:30","11.3",,,,"10.2",,,,"10",,,
강릉(bgna3),"2021-05-01 17:00","11.2",,,,"10.2",,,,"10",,,
강릉(bgna3),"2021-05-01 17:30","11.3",,,,"10.9",,,,"10",,,
강릉(bgna3),"2021-05-01 18:00","11.4",,,,"10.8",,,,"9",,,
강릉(bgna3),"2021-05-01 18:30","11.5",,,,"10.8",,,,"8.8",,,
강릉(bgna3),"2021-05-01 19:00","11.8",,,,"11.1",,,,"8.4",,,
강릉(bgna3),"2021-05-01 19:30","13.1",,,,"11.2",,,,"10.3",,,
강릉(bgna3),"2021-05-01 20:00","13.5",,,,"11.1",,,,"7.8",,,
강릉(bgna3),"2021-05-01 20:30","13.4",,,,"10.8",,,,"7.6",,,
강릉(bgna3),"2021-05-01 21:00","13.4",,,,"10.7",,,,"7",,,
강릉(bgna3),"2021-05-01 22:00","12.5",,,,"10",,,,"7.1",,,
강릉(bgna3),"2021-05-01 22:30","12.4",,,,"10.1",,,,"7.4",,,
강릉(bgna3),"2021-05-01 23:00","12.2",,,,"10.2",,,,"7.8",,,
강릉(bgna3),"2021-05-01 23:30","12.2",,,,"10.3",,,,"7.5",,,
강릉(bgna3),"2021-05-02 00:30","12.3",,,,"10.5",,,,"7.5",,,
강릉(bgna3),"2021-05-02 01:00","12.3",,,,"11",,,,"9",,,
강릉(bgna3),"2021-05-02 01:30","12.5",,,,"11",,,,"10.2",,,
강릉(bgna3),"2021-05-02 02:00","12.5",,,,"10.9",,,,"10.3",,,
강릉(bgna3),"2021-05-02 02:30","12.8",,,,"11.7",,,,"10.2",,,
강릉(bgna3),"2021-05-02 03:00","13.2",,,,"12.4",,,,"10.6",,,
강릉(bgna3),"2021-05-02 03:30","13.3",,,,"12.2",,,,"10.9",,,
강릉(bgna3),"2021-05-02 04:00","13.4",,,,"12.3",,,,"11.1",,,
강릉(bgna3),"2021-05-02 04:30","13.4",,,,"12.7",,,,"11.4",,,
강릉(bgna3),"2021-05-02 05:00","13.4",,,,"12.7",,,,"11.7",,,
강릉(bgna3),"2021-05-02 05:30","13.4",,,,"12.5",,,,"10.9",,,
강릉(bgna3),"2021-05-02 06:00","13.4",,,,"12.9",,,,"11.1",,,
강릉(bgna3),"2021-05-02 06:30","13.4",,,,"12.8",,,,"11",,,
강릉(bgna3),"2021-05-02 07:00","13.4",,,,"12.8",,,,"11.1",,,
강릉(bgna3),"2021-05-02 07:30","13.4",,,,"12.7",,,,"11.1",,,
강릉(bgna3),"2021-05-02 08:00","13.5",,,,"12.7",,,,"11",,,
강릉(bgna3),"2021-05-02 08:30","13.5",,,,"12.8",,,,"11.2",,,
강릉(bgna3),"2021-05-02 09:00","13.5",,,,"12.9",,,,"11.1",,,
강릉(bgna3),"2021-05-02 09:30","13.5",,,,"12.9",,,,"11.4",,,
강릉(bgna3),"2021-05-02 10:00","13.5",,,,"12.9",,,,"11.4",,,
강릉(bgna3),"2021-05-02 10:30","13.6",,,,"13.1",,,,"11.7",,,
강릉(bgna3),"2021-05-02 11:00","13.5",,,,"12.2",,,,"11.2",,,
강릉(bgna3),"2021-05-02 11:30","13.6",,,,"12",,,,"10.8",,,
강릉(bgna3),"2021-05-02 12:00","13.7",,,,"11.9",,,,"10.7",,,
강릉(bgna3),"2021-05-02 12:30","13.8",,,,"12",,,,"10.9",,,
강릉(bgna3),"2021-05-02 13:00","13.8",,,,"12.1",,,,"10.9",,,
강릉(bgna3),"2021-05-02 13:30","13.8",,,,"12.1",,,,"10.7",,,
강릉(bgna3),"2021-05-02 14:00","13.7",,,,"12",,,,"10.6",,,
강릉(bgna3),"2021-05-02 14:30","13.8",,,,"12.1",,,,"10.4",,,
강릉(bgna3),"2021-05-02 15:00","13.7",,,,"12",,,,"10.2",,,
강릉(bgna3),"2021-05-02 15:30","13.6",,,,"12.2",,,,"10.4",,,
강릉(bgna3),"2021-05-02 16:00","13.4",,,,"12.1",,,,"10.4",,,
강릉(bgna3),"2021-05-02 16:30","13.6",,,,"12.1",,,,"10.4",,,
강릉(bgna3),"2021-05-02 17:00","13.8",,,,"12",,,,"10.3",,,
강릉(bgna3),"2021-05-02 17:30","13.8",,,,"12.3",,,,"10.8",,,
강릉(bgna3),"2021-05-02 18:00","13.6",,,,"12.2",,,,"10.8",,,
강릉(bgna3),"2021-05-02 18:30","13",,,,"12.2",,,,"11.5",,,
강릉(bgna3),"2021-05-02 19:00","13.4",,,,"12",,,,"11.3",,,
강릉(bgna3),"2021-05-02 19:30","13.3",,,,"11.9",,,,"11",,,
강릉(bgna3),"2021-05-02 20:00","12.9",,,,"12",,,,"11.1",,,
강릉(bgna3),"2021-05-02 21:00","13.5",,,,"11.9",,,,"11",,,
강릉(bgna3),"2021-05-02 21:30","13.8",,,,"12.1",,,,"11.3",,,
강릉(bgna3),"2021-05-02 22:00","13.8",,,,"11.8",,,,"11.4",,,
강릉(bgna3),"2021-05-02 23:00","13.5",,,,"11.6",,,,"10.9",,,
강릉(bgna3),"2021-05-02 23:30","13.3",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 00:30","12.5",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 01:00","12.2",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 01:30","12.1",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 02:00","12.1",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 02:30","12",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 03:00","12",,,,"11.6",,,,"11.4",,,
강릉(bgna3),"2021-05-03 03:30","11.9",,,,"11.6",,,,"11.4",,,
강릉(bgna3),"2021-05-03 04:00","11.9",,,,"11.6",,,,"11.4",,,
강릉(bgna3),"2021-05-03 04:30","11.8",,,,"11.5",,,,"11.3",,,
강릉(bgna3),"2021-05-03 05:00","11.8",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 05:30","11.8",,,,"11.6",,,,"11.2",,,
강릉(bgna3),"2021-05-03 06:00","11.8",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 06:30","11.8",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 07:00","11.9",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 07:30","11.9",,,,"11.6",,,,"11.3",,,
강릉(bgna3),"2021-05-03 08:00","12.1",,,,"11.7",,,,"11.4",,,
강릉(bgna3),"2021-05-03 08:30","12.1",,,,"11.9",,,,"11.5",,,
강릉(bgna3),"2021-05-03 09:00","12.1",,,,"11.9",,,,"11.5",,,
강릉(bgna3),"2021-05-03 09:30","12.2",,,,"11.9",,,,"11.6",,,
강릉(bgna3),"2021-05-03 10:00","12.2",,,,"11.9",,,,"11.6",,,
강릉(bgna3),"2021-05-03 10:30","12.2",,,,"11.9",,,,"11.6",,,
